""	"r"	"width"	"shift"
"YKL065W-A"	0.68	213	50
"YKL063C"	0.87	393	-23
"YKL061W"	0.89	280	11
"YKL047W"	0.83	276	39
"YKL033W-A"	0.91	285	33
"YKL023C-A"	0.91	392	-15
"YKL023W"	0.91	390	-16
"YKL018C-A"	0.87	248	50
"YKR005C"	0.67	1	-9
"YKR011C"	0.81	338	-1
"YKR015C"	0.91	283	50
"YKR017C"	0.73	229	50
"YKR018C"	0.65	232	50
"YKR023W"	0.85	267	40
"YKR041W"	0.61	372	-48
"YKR045C"	0.91	232	29
"YKR051W"	0.79	229	47
"YKR070W"	0.78	220	50
"YKR075C"	0.61	465	-30
"YKR105C"	0.85	251	30
"YKR106W"	0.62	390	-3
"YLL058W"	0.91	368	1
"YLL056C"	0.8	245	50
"YLL054C"	0.8	241	50
"YLL053C"	0.72	202	35
"YLL007C"	0.86	257	42
"YLR001C"	0.92	286	22
"YLR003C"	0.9	262	50
"YLR012C"	0.83	240	50
"YLR030W"	0.91	400	-5
"YLR036C"	0.9	287	22
"YLR040C"	0.62	371	-21
"YLR042C"	0.79	286	22
"YLR046C"	0.95	387	5
"YLR049C"	0.8	261	47
"YLR050C"	0.7	208	50
"YLR053C"	0.86	255	50
"YLR057W"	0.83	258	35
"YLR063W"	0.85	285	24
"YLR065C"	0.87	267	38
"YLR072W"	0.87	289	34
"YLR089C"	0.71	93	-50
"YLR099W-A"	0.81	380	-21
"YLR104W"	0.71	222	50
"YLR108C"	0.78	297	-7
"YLR125W"	0.63	174	50
"YLR126C"	0.89	288	45
"YLR132C"	0.87	275	36
"YLR137W"	0.86	242	40
"YLR143W"	0.83	376	-16
"YLR146W-A"	0.75	421	-19
"YLR149C"	0.71	433	-45
"YLR152C"	0.82	268	21
"YLR173W"	0.86	279	42
"YLR177W"	0.71	258	6
"YLR187W"	0.87	280	26
"YLR194C"	0.79	272	50
"YLR211C"	0.8	256	40
"YLR224W"	0.88	233	16
"YLR225C"	0.69	452	-26
"YLR241W"	0.81	261	42
"YLR243W"	0.87	263	39
"YLR253W"	0.92	248	29
"YLR257W"	0.73	430	27
"YLR264C-A"	0.86	395	-23
"YLR267W"	0.66	1	-11
"YLR271W"	0.77	211	50
"YLR278C"	0.83	1	-14
"YLR283W"	0.65	241	50
"YLR285C-A"	0.77	309	45
"YLR287C"	0.89	275	46
"YLR290C"	0.85	273	44
"YLR297W"	0.58	451	-50
"YLR301W"	0.88	374	-30
"YLR307C-A"	0.93	307	-30
"YLR312C"	0.72	420	-50
"YLR326W"	0.86	272	48
"YLR345W"	0.7	468	-6
"YLR346C"	0.86	384	-9
"YLR352W"	0.79	254	50
"YLR361C-A"	0.51	406	-16
"YLR363W-A"	0.89	287	32
"YLR406C-A"	0.94	306	25
"YLR407W"	0.94	305	11
"YLR408C"	0.87	285	42
"YLR412C-A"	0.67	406	-50
"YLR413W"	0.78	312	21
"YLR414C"	0.69	402	-3
"YLR415C"	0.69	245	35
"YLR419W"	0.88	270	32
"YLR422W"	0.88	274	37
"YLR426W"	0.85	263	44
"YLR445W"	0.68	242	50
"YLR446W"	0.89	261	50
"YLR454W"	0.93	366	1
"YLR455W"	0.91	304	22
"YLR456W"	0.88	288	48
"YLR460C"	0.79	305	35
"YLR462W"	0.52	365	50
"YML131W"	0.82	272	32
"YML119W"	0.9	241	30
"YML108W"	0.86	266	48
"YML096W"	0.86	260	46
"YML083C"	0.86	255	50
"YML082W"	0.87	303	42
"YML081W"	0.84	284	38
"YML079W"	0.78	212	50
"YML053C"	0.87	351	8
"YML037C"	0.84	243	50
"YML020W"	0.86	256	50
"YML018C"	0.55	477	-25
"YML003W"	0.86	256	50
"YML002W"	0.7	167	-35
"YMR001C-A"	0.97	376	-8
"YMR010W"	0.86	327	19
"YMR018W"	0.57	489	0
"YMR027W"	0.86	286	38
"YMR031C"	0.87	394	12
"YMR034C"	0.86	283	29
"YMR084W"	0.89	296	29
"YMR102C"	0.7	422	-31
"YMR105W-A"	0.82	355	44
"YMR111C"	0.67	198	50
"YMR118C"	0.52	329	1
"YMR122W-A"	0.72	404	-50
"YMR124W"	0.77	323	22
"YMR126C"	0.84	263	39
"YMR130W"	0.69	224	50
"YMR132C"	0.89	276	42
"YMR134W"	0.91	322	5
"YMR144W"	0.83	363	-6
"YMR147W"	0.61	334	3
"YMR155W"	0.83	226	50
"YMR160W"	0.79	247	47
"YMR166C"	0.87	249	31
"YMR175W-A"	0.61	204	50
"YMR178W"	0.88	287	43
"YMR181C"	0.92	285	35
"YMR182W-A"	0.97	292	8
"YMR185W"	0.89	329	20
"YMR187C"	0.58	1	-9
"YMR206W"	0.64	252	50
"YMR209C"	0.88	271	35
"YMR221C"	0.85	266	50
"YMR244W"	0.87	257	28
"YMR244C-A"	0.62	271	25
"YMR252C"	0.92	275	40
"YMR253C"	0.71	234	50
"YMR258C"	0.65	242	50
"YMR259C"	0.9	280	40
"YMR262W"	0.72	293	50
"YMR265C"	0.66	453	-20
"YMR272W-B"	0.91	405	-10
"YMR279C"	0.92	344	30
"YMR291W"	0.52	384	-50
"YMR310C"	0.86	253	39
"YMR315W-A"	0.4	538	43
"YMR317W"	0.85	326	35
"YNL335W"	0.79	293	50
"YNL320W"	0.87	266	38
"YNL313C"	0.84	299	24
"YNL305C"	0.88	270	45
"YNL300W"	0.83	265	36
"YNL295W"	0.88	283	25
"YNL260C"	0.74	219	38
"YNL234W"	0.88	386	-14
"YNL217W"	0.92	352	-5
"YNL211C"	0.86	275	50
"YNL200C"	0.92	264	37
"YNL196C"	0.47	364	21
"YNL193W"	0.74	249	50
"YNL190W"	0.58	461	-41
"YNL187W"	0.84	261	36
"YNL181W"	0.72	227	50
"YNL176C"	0.84	290	41
"YNL168C"	0.79	235	39
"YNL165W"	0.85	267	41
"YNL162W-A"	0.8	257	40
"YNL155W"	0.91	318	-1
"YNL146W"	0.81	256	47
"YNL144C"	0.62	298	32
"YNL134C"	0.94	277	43
"YNL130C-A"	0.66	155	35
"YNL122C"	0.8	282	39
"YNL115C"	0.78	220	20
"YNL108C"	0.9	284	32
"YNL095C"	0.78	299	29
"YNL092W"	0.77	274	43
"YNL086W"	0.76	221	50
"YNL058C"	0.75	239	22
"YNL050C"	0.88	269	42
"YNL046W"	0.82	197	50
"YNL040W"	0.8	203	50
"YNL035C"	0.92	401	6
"YNL034W"	0.9	397	-16
"YNL033W"	0.62	366	-30
"YNL024C"	0.78	225	50
"YNL022C"	0.88	297	29
"YNL019C"	0.77	186	50
"YNL018C"	0.89	391	-18
"YNL011C"	0.83	223	45
"YNL010W"	0.87	263	34
"YNR004W"	0.89	282	27
"YNR014W"	0.73	335	13
"YNR021W"	0.88	311	22
"YNR029C"	0.74	297	43
"YNR034W-A"	0.75	447	0
"YNR040W"	0.88	292	21
"YNR061C"	0.87	258	48
"YNR063W"	0.86	233	29
"YNR066C"	0.87	253	28
"YNR075C-A"	0.62	482	-23
"YOL164W-A"	0.66	340	-3
"YOL163W"	0.77	229	30
"YOL159C-A"	0.8	232	50
"YOL155W-A"	0.91	340	25
"YOL131W"	0.68	1	-33
"YOL114C"	0.93	382	0
"YOL107W"	0.91	285	25
"YOL098C"	0.87	242	48
"YOL097W-A"	0.85	241	47
"YOL092W"	0.86	275	36
"YOL087C"	0.91	310	28
"YOL086W-A"	0.91	307	12
"YOL075C"	0.85	212	50
"YOL073C"	0.67	225	50
"YOL048C"	0.86	225	27
"YOL047C"	0.76	311	27
"YOL038C-A"	0.87	267	50
"YOL036W"	0.84	305	16
"YOL019W"	0.92	328	27
"YOL014W"	0.96	325	-5
"YOL013W-A"	0.64	228	50
"YOR008C-A"	0.86	254	38
"YOR011W-A"	0.56	169	50
"YOR012W"	0.84	230	50
"YOR020W-A"	0.92	374	-8
"YOR021C"	0.82	299	24
"YOR022C"	0.68	240	50
"YOR032W-A"	0.67	1	-16
"YOR059C"	0.91	243	50
"YOR060C"	0.89	288	35
"YOR062C"	0.6	1	48
"YOR093C"	0.88	275	45
"YOR097C"	0.81	256	34
"YOR111W"	0.74	221	50
"YOR114W"	0.85	284	38
"YOR131C"	0.85	283	29
"YOR152C"	0.93	308	26
"YOR154W"	0.86	295	-13
"YOR186W"	0.67	227	50
"YOR214C"	0.55	508	-26
"YOR220W"	0.88	324	-24
"YOR223W"	0.88	305	15
"YOR238W"	0.79	204	50
"YOR246C"	0.65	460	-18
"YOR271C"	0.82	311	16
"YOR283W"	0.92	285	39
"YOR289W"	0.87	306	-9
"YOR292C"	0.63	378	-50
"YOR293C-A"	0.9	285	37
"YOR296W"	0.87	257	43
"YOR304C-A"	0.9	267	22
"YOR338W"	0.88	302	39
"YOR342C"	0.56	456	-38
"YOR352W"	0.87	275	43
"YOR365C"	0.6	206	50
"YOR376W-A"	0.91	265	8
"YOR378W"	0.82	314	0
"YOR381W-A"	0.51	1	-10
"YOR385W"	0.81	227	36
"YOR387C"	0.88	284	38
"YOR389W"	0.9	294	31
"YOR390W"	0.86	273	20
"YPL279C"	0.88	292	30
"YPL277C"	0.93	295	21
"YPL272C"	0.86	278	43
"YPL264C"	0.88	273	50
"YPL260W"	0.9	313	11
"YPL257W"	0.78	1	-45
"YPL247C"	0.85	262	32
"YPL245W"	0.88	284	40
"YPL236C"	0.82	213	50
"YPL229W"	0.81	275	33
"YPL222W"	0.86	255	44
"YPL216W"	0.85	261	46
"YPL199C"	0.71	407	-27
"YPL191C"	0.87	238	50
"YPL168W"	0.85	288	15
"YPL162C"	0.92	284	28
"YPL152W-A"	0.86	256	37
"YPL150W"	0.82	272	44
"YPL113C"	0.83	264	50
"YPL109C"	0.81	241	35
"YPL108W"	0.87	258	50
"YPL107W"	0.89	229	32
"YPL088W"	0.34	1	-1
"YPL077C"	0.83	251	44
"YPL071C"	0.78	268	45
"YPL068C"	0.66	460	-30
"YPL067C"	0.8	313	4
"YPL066W"	0.79	314	46
"YPL041C"	0.89	263	50
"YPL039W"	0.9	257	40
"YPL034W"	0.8	240	34
"YPL014W"	0.71	368	-35
"YPR003C"	0.95	279	22
"YPR010C-A"	0.92	298	37
"YPR011C"	0.81	236	32
"YPR013C"	0.65	393	-12
"YPR015C"	0.73	424	-34
"YPR022C"	0.88	277	39
"YPR027C"	0.63	358	-2
"YPR063C"	0.72	430	-33
"YPR071W"	0.77	269	49
"YPR078C"	0.63	1	-9
"YPR084W"	0.87	233	41
"YPR089W"	0.88	289	38
"YPR109W"	0.71	313	-50
"YPR114W"	0.91	290	17
"YPR117W"	0.89	316	15
"YPR145C-A"	0.89	294	44
"YPR147C"	0.93	269	24
"YPR157W"	0.76	260	-40
"YPR170W-B"	0.9	300	42
"YPR172W"	0.88	255	43
"YPR174C"	0.89	278	29
"YPR196W"	0.61	410	-3
"YPR202W"	0.79	254	36
